grecord_,name,kgra,wellspring,api,waringno,country,state,county,latitude,longitude,t,r,sec,qsections,bmeridian,mreference,geoprovinc,localityin,sourcetype,pcollect,samplenum,cdate,collector,blank,deposits,treatment,lithology,sampleinfo,sampleinfa,adate,analyst,units,ameas,temp,dtemp,flow,amtemp,depth,gradient,whpressure,pressure1,pressure2,pressure3,steamflow,tflowenth,ph,phtemp,gravity,conductanc,alkalinity,tds,tss,ag,al,as,au,b,ba,be,bi,br,ca,camg,cd,cl,co,co3,cr,cs,cu,f,fe3,fetotal,ga,ge,hco3,hg,h2s,i,k,li,mg,mn,mo,na,nak,nb,nh4,ni,no3,pb,po4,rb,s,sb,sc,se,sio2,sn,so4,sr,ta,ti,u,v,w,zn,dwater,owater18,oso418,sh2s34,sh2s34rev,c13co2,tritium,c14ofc02,otheradata,qualifinfo,reference,rorganizat
46005,APEX HOT SPRINGS (BIRCH CREEK),,,,,UNITED STATES,MONTANA,BEAVERHEAD,45-25.20 N,112-41.50 W,05S,009W,10,SE OF NE NE,,GLEN 1:24000,,ELEVATION 5240 FEET,SPRING,,78M0909,1978/05/25,"SONDEREGGER, J.L.",L/MIN,,,DISCHARGE-PENNSYLVANIAN; SOURCE-MADISON GROUP,CHEMICAL DATA NOT VERIFIED.,,,,MG/L,,25.0,,2839.0,5.6,,,,,,,,,7.8,,,520.0,,,,,0.12,,,,,,,,62.0,,,12.0,,,,,,0.6,,0.01,,,140.0,,,,3.2,,16.0,,,23.0,,,,,0.92,,,,,,,,20.0,,135.0,,,,,,,,,,,,,,,,,,"*SONDEREGGER, JOHN L., M.B.M.G.",MONTANA BUREAU OF MINES AND GEOLOGY
46006,AVON WARM SPRING,,,,,UNITED STATES,MONTANA,POWELL,45-36.62 N,112-33.28 W,10N,008W,24,SW OF NW NW,,AVON 1:62500,21,,SPRING,,,1978/06/16,"DONOVAN, J.J.",L/MIN,,,TERTIARY SEDIMENTS OVERLYING TERTIARY VOLCANICS.,DATA NOT VERIFIED.,,,,,,25.5,,91.0,6.0,,,,,,,,,6.9,,,871.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46007,BEAR CREEK SPRINGS,,,,,UNITED STATES,MONTANA,PARK,45-02.12 N,110-39.92 W,09S,009E,19,NW OF SE,,GARDINER 1:62500,21,ELEVATION 5600 FEET. LOCATION APPROXIMATE.,SPRING,,,1978/05/23,"SONDEREGGER, J.L.",L/MIN,,,TERTIARY VOLCANICS; PRECAMBRIAN.,,,,,,,21.5,,38.0,5.1,,,,,,,,,9.5,,,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEEPAGE AREA TEMPERATURE RANGE = 21-27 C.,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46008,BEARMOUTH WARM SPRINGS #1,,,,,UNITED STATES,MONTANA,GRANITE,46-43.03 N,113-19.32 W,11N,014W,11,SW OF SW SE,,BEARMOUTH 1:62500,,3840 FEET ELEVATION.,SPRING,,,1978/06/17,"DONOVAN, J.J.",,,,SPRING AT BASE OF MADISON LIMESTONE.,SEEPAGE DISCHARGE OF SPRING FEEDS POND.,,,,,,20.2,,,6.6,,,,,,,,,7.6,,,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46009,BEARMOUTH WARM SPRINGS #2,,,,,UNITED STATES,MONTANA,GRANITE,46-43.08 N,113-18.33 W,11N,014W,12,SE OF SW,,BEARMOUTH 1:62500,,,SPRING,,MBMG LAB. NO. 7,1972/03/18,"BOETTCHER, A.J.",,,,POND AT BASE OF MADISON.,SPRING DISCHARGES INTO POND.,,,,MG/L,CACO3,15.0,,,6.3,,,,,,,,,7.7,,,610.0,180.0,527.0,,,,,,,,,,,89.0,,,1.5,,,,,,0.5,,0.03,,,220.0,,,,1.8,,28.0,0.01,,7.6,,,,,0.2,,,,,,,,16.0,,163.0,,,,,,,,,,,,,,,,MBMG 78/06/17: TEMP. = 19.6 C; FLOW 4126 L/MIN.; S.C. = 584 UMHOS/CM.; PH = 7.5,,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46010,BEAVERHEAD ROCK,,,,,UNITED STATES,MONTANA,MADISON,45-23.38 N,112-27.07 W,05S,007W,22,SE OF NW NE,,BEAVERHEAD ROCK 1:24000,,ELEVATION 4810 FEET.,SPRING,SAMPLED IN SLOUGH.,,1966/08/21,,L/MIN,,,TERTIARY SEDIMENTS OVER MADISON GROUP.,,,,,,,27.0,,379.0,6.2,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MILLER, M.R., 1966:  DISS. OXYGEN = 0.75 MG/L; HARDNESS = 346 MG/L",DISCHARGE VALUE IS CRUDE,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46011,BEDFORD HOT SPRINGS,,,,21,UNITED STATES,MONTANA,BROADWATER,46-21.27 N,111-33.90 W,07N,001E,23,NW OF NW NE,,TOWNSEND 1:62500,,ELEVATION 3880 FEET.,SPRING,,MSBH LAB NO. CW,1964/12/09,"GROFF, S.L.",L/MIN,,,SPRING SOURCE IS MADISON GROUP.,CHEMICAL DATA NOT VERIFIED.,,,,MG/L,,23.3,,5110.0,6.5,,,,,,,,,,,,,,266.0,,,,,,,,,,,57.0,,,9.0,,,,,,0.7,,,,,155.0,,,,,,22.0,,,,8.0,,,,0.9,,,,,,,,,,103.0,,,,,,,,,,,,,,,,"1978/06/28:  FLOW = 5892 L/MIN, TEMPERATURE = 23.6C , CONDUCTANCE = 467 UMHOS/CM., PH = 7.2",,"*SONDEREGGER, JOHN L., M.B.M.G.",MONTANA BUREAU OF MINES AND GEOLOGY
46012,BLUE JOINT CREEK- HOT SPRING 1,,,,,UNITED STATES,MONTANA,RAVALLI,45-41.83 N,114-22.85 W,02S,023W,01,NW OF NE,,PAINTED ROCKS LAKE 1:62500,,ELEVATION 5040 FEET.,SPRING,,MBMG NO. 73M002,1972/08/11,"BERG, R.B.",L/MIN,,,ISSUES FROM FAULT BETWEEN IDAHO BATHOLITH GRANITE   AND PRECAMBRIAN RAVALLI GNEISS,CHEMISTRY NOT IN REFERENCE; NOT VERIFIED.,,,,MG/L,,28.8,,379.0,6.0,,,,,,,,,8.1,,,162.0,,157.0,,,,,,,,,,,3.4,,,2.8,,,,,,8.8,,,,,61.0,,,,0.25,,0.1,,,32.0,,,,,,,,,,,,,45.0,,3.4,,,,,,,,,,,,,,,,,,"SONDEREGGER AND OTHERS, 1977",MONTANA BUREAU OF MINES AND GEOLOGY
46013,BLUE JOINT CREEK- HOT SPRING 2,,,,,UNITED STATES,MONTANA,RAVALLI,45-41.78 N,114-21.80 W,02S,022W,06,NE OF NW,,PAINTED ROCKS LAKE 1:62500,21,ELEVATION 4940 FEET,SPRING,DISCRETE SPRING,MBMG NO. 73M002,1972/08/11,"BERG, R.B.",L/MIN,,,PRECAMBRIAN QUARTZITE,"CHEMISTRY NOT IN REFERENCE, NOT VERIFIED.",,,,MG/L,,29.4,,849.4,6.2,,,,,,,,,8.2,,,180.0,,178.7,,,,,,,,,,,2.6,,,3.1,,,,,,9.5,,,,,67.0,,,,0.34,,0.1,,,37.5,,,,,,,,,,,,,54.0,,4.8,,,,,,,,,,,,,,,,"1978/06/20: TEMP.= 29.5C, SP. COND.= 198., PH = 8.9, FLOW = 94.6 L/MIN.",,"*SONDEREGGER, J. L., MONTANA BUREAU OF MINES AND G",MONTANA BUREAU OF MINES AND GEOLOGY
27048,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1973/07/23,KACZMAREK,L/MIN,,,GRANITE BEDROCK.,,,,,MG/L,,75.0,,3785.0,,,,,,,,,,8.3,,,,,,,,,,,,,,,,6.0,,,18.0,,,,,,,,,,,,,,,2.5,,0.7,,,100.0,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27046,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1964/11/24,MONTANA STATE BOARD OF HEALTH,L/MIN,,,GRANITE BEDROCK,,,,,MG/L,CACO3,38.0,,946.0,,,,,,,,,,,,,,148.0,,,,,,,,,,,,4.0,,,22.0,,15.0,,,,15.0,,,,,150.0,,,,,,,,,,132.0,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,DISSOLVED NITRATE AS N= .00,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27050,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NE OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONRETE TANK BEHIND,,1976/03/26,U.S. GEOLOGICAL SURVEY,,,,GRANITE BEDROCK.,ISOTOPIC SAMPLE DATE: 3/31/76,,,,MG/L,CACO3,76.0,,,,,,,,,,,,8.8,,,579.0,140.0,416.0,,,,0.018,,0.57,,,,,2.8,,,17.0,,,,,,12.0,,0.01,,,171.0,,,,4.0,0.26,0.1,,0.044,120.0,,,,0.007,,0.001,,,,,,,95.0,,80.0,0.14,,,,0.0007,,,-148.0,-18.6,,,,,,,CO2 = 0.4 MG/L; NO2 PLUS NO3 = .00; P = .03 MG/L,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27047,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1967/09/21,FOURNIER AND ROBERTSON,,,,GRANITE BEDROCK,,,,,MG/L,CACO3,67.0,,,,,,,,,,,,8.4,,,,144.0,407.0,,,,,,0.63,,,,,3.3,,,17.0,,3.0,,,,,,,,,170.0,,,,5.5,0.21,,,,120.0,,,,,,,,,,,,,95.0,,79.0,,,,,,,,,,,,,,,,CO2 = 1.1 MG/L,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27049,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1974/08/21,"ROBERTSON, FOURNIER AND STRONG",,,,GRANITE BEDROCK.,ISOTOPIC SAMPLE 1  DATE 8/22/74; ISOTOPIC SAMPLE 2  (SAME DATE) REPORTS DEL D FOR WATER = -146.5 AND DEL 18 O FOR WATER = -19.03,,,,MG/L,CACO3,76.0,,,,,,,,,,,,,,,,164.0,437.0,,,,,,0.55,,,,,2.3,,,24.0,,,,,,6.9,,,,,200.0,,,,3.8,0.26,,,,124.0,,,,,,,,,,,,,100.0,,74.0,,,,,,,,-146.0,-18.91,,,,,,,,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27051,BOULDER HOT SPRINGS,,05N-04W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1976/04/27,U.S. GEOLOGICAL SURVEY,,,,GRANITE BEDROCK.,,,,,MG/L,CACO3,74.4,,,,,,,,,,,,,,,622.0,139.0,410.0,,,,,,0.57,,,,,2.3,,,18.0,,,,,,12.0,,0.02,,,169.0,,,,3.8,0.25,,,,120.0,,,,,,,,,,,,,96.0,,74.0,0.16,,,,,,,,,,,,,,,DISSOLVED NO2 PLUS NO3 = .00; P = .01; SAMPLE DATED 7-15-76 SHOWS GROSS ALPHA AND GROSS BETA = 0.,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
46014,BOULDER HOT SPRINGS,,,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,ROUND CONCRETE TANK BEHIN,,1974/08/22,,,,,GRANITE BEDROCK,,,,,MG/L,CACO3,76.0,,2233.0,5.4,,,,,,,,,8.5,,,523.0,139.0,420.0,,,0.014,,,0.56,,,,,2.2,,0.01,19.0,0.05,4.0,,0.1,0.01,11.0,,0.02,,,161.0,0.0001,0.5,,3.8,0.24,0.1,0.02,,120.0,,,,0.02,,0.1,,0.06,,,,,108.0,,74.0,,,,,,,0.01,-146.5,-19.03,,,,,,,DISSOLVED AMMONIA NITROGEN AS N = L .1,,"MARINER AND OTHERS, 1976B",MONTANA BUREAU OF MINES AND GEOLOGY
2906,BOULDER HOT SPRINGS,,05N-004W-10-CAB,,,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,04,NW OF NE SW,,"BOULDER, MONT. 1:62500",,,SPRING,FROM OPEN STAND PIPE SOUT,,1974/08/22,,,,,GRANITE BEDROCK.,SPRINGS ISSUE IN CONCRETE TANK NEAR SWIMMING POOL.,,,,MG/L,HCO3,62.0,,,,,,,,,,,,8.5,,,525.0,171.0,,,,0.02,,,0.54,,,,,2.7,,,19.0,,,,,,11.0,,,,,171.0,,0.5,,3.8,0.22,0.1,0.02,,120.0,,,,,,,,0.06,,,,,106.0,,74.0,,,,,,,0.01,-146.1,-18.91,,,,,,,,,"MARINER AND OTHERS, 1976B",U.S. GEOLOGICAL SURVEY
27053,BOULDER SPRING - 2,,05N-004W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,,,1973/07/28,KACZMAREK,L/MIN,,,,,,,,MG/L,,64.0,,19.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,10.0,,,17.0,,,,,,,,,,,,,,,3.2,,,,,74.0,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27052,BOULDER SPRING - 1,,05N-004W-10-CAB,,19,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,BOULDER 1:62500,,,SPRING,,,1973/07/28,KACZMAREK,L/MIN,,,,,,,,MG/L,,59.0,,7.6,,,,,,,,,,7.0,,,,,,,,,,,,,,,,10.0,,,22.0,,,,,,,,,,,,,,,3.1,,,,,82.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27054,BOULDER TUNNEL,,05N-004W-10-CAB,,,UNITED STATES,MONTANA,JEFFERSON,46-11.88 N,112-05.62 W,05N,004W,10,NW OF NE SW,,"BOULDER, MONT. 1:62500",,,TUNNEL,,,1973/07/28,,L/MIN,,,,,,,,MG/L,,42.0,,7.6,,,,,,,,,,7.0,,,,,,,,,,,,,,,,10.0,,,22.0,,,,,,,,,,,,,,,3.3,,,,,84.0,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27065,BOZEMAN (FERRIS) HOT SPRINGS,,02S-04E-14-DAD,,,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,21,,SPRING,,,1976/02/04,U.S. GEOLOGICAL SURVEY,L/MIN,,,THICK ALLUVIUM AND TERTIARY FILL.,,,,,MG/L,CACO3,54.6,,284.0,,,,,,,,,,9.5,,,703.0,93.0,436.0,,,,0.004,,0.22,,,,,7.0,,,48.0,,15.0,,,0.001,12.0,,,,,83.0,,,,3.1,0.04,2.4,0.03,0.011,130.0,,,,,,0.002,,,,,,,57.0,,120.0,0.16,,,,0.0003,,,,,,,,,,,DISSOLVED CO2 = .1; NO2 + NO3 AS N = .02; P = .02,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27063,BOZEMAN (FERRIS) HOT SPRINGS,,02S-04E-14-DAD,,,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,SPRING,,,1964/11/14,MONTANA STATE BOARD OF HEALTH,L/MIN,,,THICK ALLUVIUM AND TERTIARY FILL.,,,,,MG/L,CACO3,,,227.0,,,,,,,,,,,,,,110.0,,,,,,,,,,,,12.0,,,54.0,,21.0,,,,13.0,,,,,91.0,,,,,,,,,,150.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,DISSOLVED NITRATE AS N= .00,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27064,BOZEMAN (FERRIS) HOT SPRINGS,,02S-04E-14-DAD,,,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,SPRING,,,1974/08/21,"ROBERTSON, FOURNIER AND STRONG",L/MIN,,,THICK ALLUVIUM AND TERTIARY FILL,,,,,MG/L,CACO3,51.0,,189.0,,,,,,,,,,,,,,131.0,471.0,,,,,,0.15,,,,,8.5,,,52.0,,,,,,7.5,,,,,160.0,,,,3.2,0.04,1.8,,,135.0,,,,,,,,,,,,,64.0,,120.0,,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27066,BOZEMAN (FERRIS) HOT SPRINGS,,02S-04E-14-DAD,,,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,SPRING,,,1976/07/09,U.S. GEOLOGICAL SURVEY,,,,THICK ALLUVIUM AND TERTIARY FILL.,,,,,MG/L,,54.4,,,,,,,,,,,,,,,819.0,,,,,,,,,,,,,,,,50.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,130.0,0.16,,,,,,,,,,,,,,,GROSS ALPHA = 1 PICOCURIE/L. AND GROSS BETA = 4 PICOCURIES/L.,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
46015,BOZEMAN HOT SPRINGS WELL,,,,35,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,SPRING,WELL USED BY SWIMMING POO,,1974/08/25,,,,,THICK ALLUVIUM AND TERTIARY FILL.,SPRINGS NO LONGER ACTIVE. WELL FLOW IN 1976 REPORTED AS 283.9 L/MIN; IN 1965 AS 227.1 L/MIN.,,,,MG/L,HCO3,50.0,,,5.8,,,,,,,,,8.6,,,624.0,132.0,498.0,,,,,,0.2,,,,,9.5,,,46.0,,3.0,,,,9.2,,0.02,,,132.0,,0.6,,2.8,0.04,2.7,0.02,,120.0,,,,,,0.1,,0.03,,,,,66.0,,110.0,,,,,,,0.01,-151.3,-19.46,,,,,,,,,"MARINER AND OTHERS, 1976B",MONTANA BUREAU OF MINES AND GEOLOGY
27061,BOZEMAN HOT SPRINGS WELL,,,,,UNITED STATES,MONTANA,GALLATIN,45-39.62 N,111-11.17 W,05S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,WELL,,,1976/02/04,U.S. GEOLOGICAL SURVEY,L/MIN,,,THICK ALLUVIUM AND TERTIARY FILL.,WELL WATER LEVEL IS +10.67 M. ABOVE M.P.(TOP OF CA SING .3 M. ABOVE LSD ON 11/13/76). WATER USED FOR SWIMMING POOL.,,,,MG/L,CACO3,48.3,,7.6,,139.0,,,,,,,,8.0,,,682.0,54.0,361.0,,,,,,,,,,,4.4,,,50.0,,,,,,11.0,,,,,66.0,,,,1.2,,0.6,,,120.0,,,,,,,,,,,,,31.0,,110.0,,,,,,,,,,,,,,,,CO2 = .9; NO2 PLUS NO3 AS N = .00; P = .06; SECOND SAMPLE REPORTED CA = 5.9 AND SR = .02,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27062,BOZEMAN HOT SPRINGS (FERRIS),,02S-04E-14-DAD,,,UNITED STATES,MONTANA,GALLATIN,45-39.63 N,111-11.17 W,02S,004E,14,SE OF NE SE,,BOZEMAN 1:62500,,,SPRING,,,1951/09/22,HACKETT AND OTHERS,L/MIN,,,THICK ALLUVIUM AND TERTIARY FILL,,,,,MG/L,CACO3,60.0,,454.0,,,,,,,,,,8.7,,,679.0,104.0,451.0,,,,,,0.21,,,,,3.5,,,51.0,,8.0,,,,10.0,,0.02,,,110.0,,,,3.3,,0.4,,,140.0,,,,,0.2,,,,,,,,60.0,,120.0,,,,,,,,,,,,,,,,DISSOLVED CO2 = .4,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
46016,BRIDGER CANYON WARM SPRING,,1S-6E-34-BCDD,,,UNITED STATES,MONTANA,GALLATIN,45-42.44 N,110-58.53 W,01S,006E,34,SE OF SW NW,,BOZEMAN PASS 1:62500,21,,SPRING,,,,,L/MIN,,,,WATER USED TO RAISE TROUT.  DATE OF ANALYSIS UNKNOWN.  CHEMICAL DATA NOT VERIFIED.,,,FEDERAL FISH HATCHERY STAFF,PPM,,21.0,,379.0,,,,,,,,,,7.7,,,448.0,,264.0,,,,,,,,,,,55.0,,,0.19,,,,,,0.47,,0.025,,,209.0,,,,1.4,,23.0,,,4.3,,,,,0.05,,0.01,,,,,,8.2,,80.0,,,,,,,0.001,,,,,,,,,,FLOW RANGES FROM 291 TO 1056 L/MIN.,"*SONDEREGGER, J. L., MONTANA BUREAU OF MINES AND G",MONTANA BUREAU OF MINES AND GEOLOGY
27122,BROADWATER HOT SPRINGS,,10N-004W-28-A,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.55 W,10N,004W,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT OUTLET,1,1976/04/27,U.S. GEOLOGICAL SURVEY,L/MIN,,,,ISOTOPIC SAMPLE DATE: 3-25-76,,,,MG/L,CACO3,59.0,,783.0,,,,,,,,,,,,,940.0,157.0,580.0,650.0,,,,,0.75,,,,,12.0,,,33.0,,,,,,7.9,,0.03,,,192.0,,,,5.7,0.53,1.0,,,170.0,,,,,,,,,,,,,84.0,,170.0,0.33,,,,,,,-18.2,-18.2,,,,,,,NO2 + NO3 = .00; P = .01; DISSOLVED GROSS ALPHA AS U-NAT. = .0077; DISSOLVED GROSS BETA AS CS-137 =,,"LEONARD AND OTHERS, 1978",U.S. GEOLOGICAL SURVEY
27120,BROADWATER HOT SPRINGS,,10N-04W-28-A,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.55 W,10N,004W,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT OUTLET,1,1976/01/30,U.S. GEOLOGICAL SURVEY,L/MIN,,,,SPRINGS ISSUE IN COVERED PITS; VERY LOW FLOW RATE (LESS THAN 50 L/MIN. IN 1976); RESORT CLOSED.,,,,MG/L,CACO3,62.2,,783.0,,,,,,,,,,8.3,,,906.0,146.0,582.0,,,,0.022,,780.0,,,,,11.0,,,41.0,,,,,0.009,11.0,,0.06,,,178.0,,,,6.1,570.0,0.9,0.03,0.026,170.0,,,,0.002,,0.003,,,,,,,82.0,,170.0,0.29,,,,0.0002,,0.01,-147.6,-18.56,,,,,,,CO2 FOR WATER = 1.4; NO2 + NO3 = .00; P = .03,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27123,BROADWATER HOT SPRINGS,,10N-004W-28 -A,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.63 W,10N,004W,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT BREAK,1,1976/11/24,U.S. GEOLOGICAL SURVEY,L/MIN,,,,,,,,MG/L,CACO3,60.0,,476.0,,,,,,,,,,8.2,,,929.0,154.0,,,,,,,,,,,,11.0,,,34.0,,,,,,,,,,,188.0,,,,5.8,,0.9,,,170.0,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,CO2 FOR WATER = 1.9 MG/L;,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27124,BROADWATER HOT SPRINGS,,10N-004W-28 -A,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.7  W,10N,004W,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT MANHOLE,,1964/09/17,MONTANA STATE BOARD OF HEALTH,L/MIN,,,,,,,,MG/L,CACO3,59.0,,284.0,,,,,,,,,,,,,,156.0,,,,,,,,,,,,12.0,,,39.0,,,,,,9.6,,,,,190.0,,,,,,2.0,,,,180.0,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,DISSOLVED NITRATE AS N = .00,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27121,BROADWATER HOT SPRINGS,,,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.55 W,10N,004W,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT OUTLET,2,1976/01/30,U.S. GEOLOGICAL SURVEY,L/MIN,,,,SPRINGS ISSUE IN COVERED PITS; FLOW REPORTED VERY SLOW (LESS THAN 50 L/MIN. IN 1976); RESORT CLOSED.,,,,MG/L,CACO3,66.2,,782.0,,,,,,,,,,8.3,,,906.0,158.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,0.27,,,,,,,,,,,,,,,,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
27125,BROADWATER HOT SPRINGS,,10N-004W-28 -A,,,UNITED STATES,MONTANA,LEWIS AND CLARK,46-35.73 N,112-06.7  W,10N,004E,28,NE,,HELENA 1:62500,,LOCATION APPROXIMATE,SPRING,AT MANHOLE,,1967/09/21,MONTANA BUREAU OF MINES AND GE,,,,,,,,,MG/L,CACO3,65.0,,,,,,,,,,,,8.4,,,,162.0,600.0,,,,,,0.88,,,,,9.6,,,40.0,,4.0,,,,,,,,,190.0,,,,8.7,0.55,0.4,,,170.0,,,,,,,,,,,,,92.0,,180.0,,,,,,,,,,,,,,,,CO2 FOR WATER = 1.3 MG/L.,,"LEONARD AND OTHERS, 1978; MARINER AND OTHERS, 1976",U.S. GEOLOGICAL SURVEY
